gene_symbol	original_cell_type	method	cell_type
NPPC	Neurons	xcell	NA
OMG	Neurons	xcell	NA
PCDH9	Neurons	xcell	NA
PCP4	Neurons	xcell	NA
SERPINI1	Neurons	xcell	NA
PRKCG	Neurons	xcell	NA
PTPRR	Neurons	xcell	NA
PVALB	Neurons	xcell	NA
RGS16	Neurons	xcell	NA
RORA	Neurons	xcell	NA
RTN1	Neurons	xcell	NA
SLC6A1	Neurons	xcell	NA
SNAP25	Neurons	xcell	NA
SNCG	Neurons	xcell	NA
SYP	Neurons	xcell	NA
TAC1	Neurons	xcell	NA
SEC62	Neurons	xcell	NA
TSPAN7	Neurons	xcell	NA
TRPC3	Neurons	xcell	NA
ZNF208	Neurons	xcell	NA
AP3B2	Neurons	xcell	NA
SPARCL1	Neurons	xcell	NA
CACNA1G	Neurons	xcell	NA
INA	Neurons	xcell	NA
NRXN1	Neurons	xcell	NA
ELMO1	Neurons	xcell	NA
SNAP91	Neurons	xcell	NA
C1orf61	Neurons	xcell	NA
CNKSR2	Neurons	xcell	NA
FAIM2	Neurons	xcell	NA
ARHGAP26	Neurons	xcell	NA
FSTL4	Neurons	xcell	NA
ACSL6	Neurons	xcell	NA
SMPX	Neurons	xcell	NA
SLC24A2	Neurons	xcell	NA
DDX25	Neurons	xcell	NA
SPOCK3	Neurons	xcell	NA
ST8SIA3	Neurons	xcell	NA
GPRC5B	Neurons	xcell	NA
GNG13	Neurons	xcell	NA
TM6SF1	Neurons	xcell	NA
FXYD7	Neurons	xcell	NA
IL20RA	Neurons	xcell	NA
SUSD4	Neurons	xcell	NA
PRMT8	Neurons	xcell	NA
DNAJC12	Neurons	xcell	NA
ANKS1B	Neurons	xcell	NA
PLXDC1	Neurons	xcell	NA
SLC12A5	Neurons	xcell	NA
KLHL1	Neurons	xcell	NA
GPR63	Neurons	xcell	NA
TRIM9	Neurons	xcell	NA
TCEAL2	Neurons	xcell	NA
SHISA6	Neurons	xcell	NA
ACYP2	Neurons	xcell	NA
AGTR2	Neurons	xcell	NA
ATP1B2	Neurons	xcell	NA
ATP2A3	Neurons	xcell	NA
CA7	Neurons	xcell	NA
CACNA1A	Neurons	xcell	NA
CACNB2	Neurons	xcell	NA
CHGB	Neurons	xcell	NA
DAB1	Neurons	xcell	NA
DACH1	Neurons	xcell	NA
DGKG	Neurons	xcell	NA
DYNC1I1	Neurons	xcell	NA
FABP3	Neurons	xcell	NA
FGF14	Neurons	xcell	NA
GABRB3	Neurons	xcell	NA
GNG4	Neurons	xcell	NA
GRIA3	Neurons	xcell	NA
HSBP1	Neurons	xcell	NA
HTR5A	Neurons	xcell	NA
KCNA2	Neurons	xcell	NA
KCNK1	Neurons	xcell	NA
KIF5A	Neurons	xcell	NA
KPNA5	Neurons	xcell	NA
NAP1L2	Neurons	xcell	NA
NCAM1	Neurons	xcell	NA
NDUFA3	Neurons	xcell	NA
NDUFA4	Neurons	xcell	NA
NELL2	Neurons	xcell	NA
NRCAM	Neurons	xcell	NA
PDE9A	Neurons	xcell	NA
PEG3	Neurons	xcell	NA
PPP3CA	Neurons	xcell	NA
MAPK10	Neurons	xcell	NA
RAB3A	Neurons	xcell	NA
RGS7	Neurons	xcell	NA
RYR2	Neurons	xcell	NA
SCN1A	Neurons	xcell	NA
SCN2A	Neurons	xcell	NA
SLC1A6	Neurons	xcell	NA
SLC8A1	Neurons	xcell	NA
ABCC8	Neurons	xcell	NA
VAMP2	Neurons	xcell	NA
KCNAB1	Neurons	xcell	NA
PIP5K1B	Neurons	xcell	NA
PPFIA2	Neurons	xcell	NA
SYNJ1	Neurons	xcell	NA
CACNA2D2	Neurons	xcell	NA
CPNE6	Neurons	xcell	NA
RAB33A	Neurons	xcell	NA
NRXN3	Neurons	xcell	NA
AKAP7	Neurons	xcell	NA
GABBR2	Neurons	xcell	NA
GPRASP1	Neurons	xcell	NA
JAKMIP2	Neurons	xcell	NA
SAP18	Neurons	xcell	NA
CORO2B	Neurons	xcell	NA
ATP5L	Neurons	xcell	NA
KIF3A	Neurons	xcell	NA
HHLA3	Neurons	xcell	NA
MGAT4A	Neurons	xcell	NA
GABARAPL2	Neurons	xcell	NA
KIFAP3	Neurons	xcell	NA
SV2C	Neurons	xcell	NA
MYT1L	Neurons	xcell	NA
DNM3	Neurons	xcell	NA
GALNT8	Neurons	xcell	NA
CLUL1	Neurons	xcell	NA
PCDH17	Neurons	xcell	NA
GOLIM4	Neurons	xcell	NA
PCLO	Neurons	xcell	NA
NDUFAF4	Neurons	xcell	NA
NME7	Neurons	xcell	NA
PIGP	Neurons	xcell	NA
BCL11A	Neurons	xcell	NA
FAM134B	Neurons	xcell	NA
LRRC49	Neurons	xcell	NA
CISD1	Neurons	xcell	NA
TTYH1	Neurons	xcell	NA
NDRG4	Neurons	xcell	NA
FAM184A	Neurons	xcell	NA
ZNF385D	Neurons	xcell	NA
MAP9	Neurons	xcell	NA
CEP76	Neurons	xcell	NA
HOPX	Neurons	xcell	NA
IQCK	Neurons	xcell	NA
RALYL	Neurons	xcell	NA
THSD7A	Neurons	xcell	NA
LPCAT4	Neurons	xcell	NA
FAM21A	Neurons	xcell	NA
ANK2	Neurons	xcell	NA
CHN1	Neurons	xcell	NA
FABP7	Neurons	xcell	NA
GPM6B	Neurons	xcell	NA
LHX1	Neurons	xcell	NA
NOVA1	Neurons	xcell	NA
PTPRN	Neurons	xcell	NA
SORL1	Neurons	xcell	NA
NME5	Neurons	xcell	NA
SPOCK2	Neurons	xcell	NA
RCAN2	Neurons	xcell	NA
KLK8	Neurons	xcell	NA
SOSTDC1	Neurons	xcell	NA
SNX10	Neurons	xcell	NA
CA4	Neutrophils	xcell	Neutrophil
CEACAM3	Neutrophils	xcell	Neutrophil
FCGR3B	Neutrophils	xcell	Neutrophil
CXCR1	Neutrophils	xcell	Neutrophil
CXCR2	Neutrophils	xcell	Neutrophil
PGLYRP1	Neutrophils	xcell	Neutrophil
MMP25	Neutrophils	xcell	Neutrophil
ZDHHC18	Neutrophils	xcell	Neutrophil
TRPM6	Neutrophils	xcell	Neutrophil
VNN3	Neutrophils	xcell	Neutrophil
P2RY13	Neutrophils	xcell	Neutrophil
APAF1	Neutrophils	xcell	Neutrophil
CBL	Neutrophils	xcell	Neutrophil
CSF2RB	Neutrophils	xcell	Neutrophil
DDX3X	Neutrophils	xcell	Neutrophil
FCAR	Neutrophils	xcell	Neutrophil
FPR2	Neutrophils	xcell	Neutrophil
NFYA	Neutrophils	xcell	Neutrophil
PAK2	Neutrophils	xcell	Neutrophil
PTEN	Neutrophils	xcell	Neutrophil
SLC19A1	Neutrophils	xcell	Neutrophil
UBE2B	Neutrophils	xcell	Neutrophil
BEST1	Neutrophils	xcell	Neutrophil
ELL	Neutrophils	xcell	Neutrophil
MTMR3	Neutrophils	xcell	Neutrophil
HERC3	Neutrophils	xcell	Neutrophil
SLC25A44	Neutrophils	xcell	Neutrophil
DHX34	Neutrophils	xcell	Neutrophil
TOX4	Neutrophils	xcell	Neutrophil
TECPR2	Neutrophils	xcell	Neutrophil
WWP2	Neutrophils	xcell	Neutrophil
LMTK2	Neutrophils	xcell	Neutrophil
WDFY3	Neutrophils	xcell	Neutrophil
MED13L	Neutrophils	xcell	Neutrophil
ACAP2	Neutrophils	xcell	Neutrophil
CLEC4E	Neutrophils	xcell	Neutrophil
UBN1	Neutrophils	xcell	Neutrophil
NRBF2	Neutrophils	xcell	Neutrophil
TREM1	Neutrophils	xcell	Neutrophil
HRH4	Neutrophils	xcell	Neutrophil
RMND5A	Neutrophils	xcell	Neutrophil
TMUB2	Neutrophils	xcell	Neutrophil
TMEM185B	Neutrophils	xcell	Neutrophil
GCC1	Neutrophils	xcell	Neutrophil
TREML2	Neutrophils	xcell	Neutrophil
BTNL8	Neutrophils	xcell	Neutrophil
NDEL1	Neutrophils	xcell	Neutrophil
UBXN2B	Neutrophils	xcell	Neutrophil
CASP5	Neutrophils	xcell	Neutrophil
CEACAM8	Neutrophils	xcell	Neutrophil
MAK	Neutrophils	xcell	Neutrophil
SDF2	Neutrophils	xcell	Neutrophil
TGM3	Neutrophils	xcell	Neutrophil
TOP1	Neutrophils	xcell	Neutrophil
UBE2D1	Neutrophils	xcell	Neutrophil
TRIM25	Neutrophils	xcell	Neutrophil
KSR1	Neutrophils	xcell	Neutrophil
SPAG9	Neutrophils	xcell	Neutrophil
NMI	Neutrophils	xcell	Neutrophil
CIR1	Neutrophils	xcell	Neutrophil
TTLL4	Neutrophils	xcell	Neutrophil
IP6K1	Neutrophils	xcell	Neutrophil
USP15	Neutrophils	xcell	Neutrophil
CAMKK2	Neutrophils	xcell	Neutrophil
LILRA1	Neutrophils	xcell	Neutrophil
BTN2A1	Neutrophils	xcell	Neutrophil
PADI4	Neutrophils	xcell	Neutrophil
FBXO38	Neutrophils	xcell	Neutrophil
CLC	Neutrophils	xcell	Neutrophil
CSF3R	Neutrophils	xcell	Neutrophil
HBB	Neutrophils	xcell	Neutrophil
S100A12	Neutrophils	xcell	Neutrophil
HSPA6	Neutrophils	xcell	Neutrophil
LILRB2	Neutrophils	xcell	Neutrophil
LILRA2	Neutrophils	xcell	Neutrophil
MEFV	Neutrophils	xcell	Neutrophil
BMX	Neutrophils	xcell	Neutrophil
AATK	Neutrophils	xcell	Neutrophil
GPR27	Neutrophils	xcell	Neutrophil
IL18RAP	Neutrophils	xcell	Neutrophil
FASLG	NK cells	xcell	NK cell
KLRD1	NK cells	xcell	NK cell
PTGDR	NK cells	xcell	NK cell
PTPN4	NK cells	xcell	NK cell
XCL1	NK cells	xcell	NK cell
TKTL1	NK cells	xcell	NK cell
IL18RAP	NK cells	xcell	NK cell
NCR1	NK cells	xcell	NK cell
ZMYND11	NK cells	xcell	NK cell
SACM1L	NK cells	xcell	NK cell
CD244	NK cells	xcell	NK cell
AGK	NK cells	xcell	NK cell
DNAJB14	NK cells	xcell	NK cell
CX3CR1	NK cells	xcell	NK cell
GZMB	NK cells	xcell	NK cell
GZMM	NK cells	xcell	NK cell
IL2RB	NK cells	xcell	NK cell
KPNB1	NK cells	xcell	NK cell
MED1	NK cells	xcell	NK cell
PRF1	NK cells	xcell	NK cell
MAPK1	NK cells	xcell	NK cell
BRD2	NK cells	xcell	NK cell
MAP3K7	NK cells	xcell	NK cell
TNFSF11	NK cells	xcell	NK cell
ZNF264	NK cells	xcell	NK cell
STX8	NK cells	xcell	NK cell
PJA2	NK cells	xcell	NK cell
HELZ	NK cells	xcell	NK cell
GNLY	NK cells	xcell	NK cell
STAG2	NK cells	xcell	NK cell
ZBTB1	NK cells	xcell	NK cell
TBX21	NK cells	xcell	NK cell
RAB14	NK cells	xcell	NK cell
FIP1L1	NK cells	xcell	NK cell
ARPC5L	NK cells	xcell	NK cell
HIPK1	NK cells	xcell	NK cell
CD247	NK cells	xcell	NK cell
CTSW	NK cells	xcell	NK cell
LTA	NK cells	xcell	NK cell
ZNF426	NK cells	xcell	NK cell
GRIK4	NK cells	xcell	NK cell
LIM2	NK cells	xcell	NK cell
NMUR1	NK cells	xcell	NK cell
CD160	NK cells	xcell	NK cell
BAD	NK cells	xcell	NK cell
SEPT7	NK cells	xcell	NK cell
CHRNE	NK cells	xcell	NK cell
DR1	NK cells	xcell	NK cell
GIPR	NK cells	xcell	NK cell
GOLGA4	NK cells	xcell	NK cell
GZMH	NK cells	xcell	NK cell
HNRNPL	NK cells	xcell	NK cell
IFNG	NK cells	xcell	NK cell
LAG3	NK cells	xcell	NK cell
MGAT2	NK cells	xcell	NK cell
MLH1	NK cells	xcell	NK cell
NEK1	NK cells	xcell	NK cell
NFE2L2	NK cells	xcell	NK cell
NKG7	NK cells	xcell	NK cell
PPP2CA	NK cells	xcell	NK cell
PRKAG1	NK cells	xcell	NK cell
SON	NK cells	xcell	NK cell
SUPV3L1	NK cells	xcell	NK cell
TBCC	NK cells	xcell	NK cell
PRDM2	NK cells	xcell	NK cell
HIST1H3A	NK cells	xcell	NK cell
PRDX6	NK cells	xcell	NK cell
YAF2	NK cells	xcell	NK cell
KLRG1	NK cells	xcell	NK cell
SF3B4	NK cells	xcell	NK cell
GNA13	NK cells	xcell	NK cell
GPATCH8	NK cells	xcell	NK cell
DNAJC2	NK cells	xcell	NK cell
ASTE1	NK cells	xcell	NK cell
ANKRD11	NK cells	xcell	NK cell
AMZ2	NK cells	xcell	NK cell
THAP1	NK cells	xcell	NK cell
UBE2Q1	NK cells	xcell	NK cell
CDKN2AIP	NK cells	xcell	NK cell
RBM25	NK cells	xcell	NK cell
OSBPL7	NK cells	xcell	NK cell
TSTD2	NK cells	xcell	NK cell
NCR3	NK cells	xcell	NK cell
C1orf174	NK cells	xcell	NK cell
GTF3C1	NK cells	xcell	NK cell
FBXW4	NK cells	xcell	NK cell
TSPYL1	NK cells	xcell	NK cell
RGS9	NK cells	xcell	NK cell
RBM39	NK cells	xcell	NK cell
ZCCHC11	NK cells	xcell	NK cell
LEMD3	NK cells	xcell	NK cell
IL21R	NK cells	xcell	NK cell
WBP11	NK cells	xcell	NK cell
RSRC2	NK cells	xcell	NK cell
ALG13	NK cells	xcell	NK cell
COQ10B	NK cells	xcell	NK cell
SBF1	NK cells	xcell	NK cell
CCL4	NK cells	xcell	NK cell
GGPS1	NK cells	xcell	NK cell
ZBTB39	NK cells	xcell	NK cell
WDR45	NK cells	xcell	NK cell
CASP5	NKT	xcell	NA
PHKG1	NKT	xcell	NA
RARA	NKT	xcell	NA
S100B	NKT	xcell	NA
BEST1	NKT	xcell	NA
DOLK	NKT	xcell	NA
TP53TG5	NKT	xcell	NA
GMIP	NKT	xcell	NA
GSG1	NKT	xcell	NA
AMBN	NKT	xcell	NA
SGCA	NKT	xcell	NA
TCOF1	NKT	xcell	NA
IL17B	NKT	xcell	NA
L1TD1	NKT	xcell	NA
ARPC1A	NKT	xcell	NA
KLHL26	NKT	xcell	NA
GEMIN7	NKT	xcell	NA
PMFBP1	NKT	xcell	NA
BMPR1A	Osteoblast	xcell	NA
COMP	Osteoblast	xcell	NA
DCTD	Osteoblast	xcell	NA
DYNC1LI2	Osteoblast	xcell	NA
EPYC	Osteoblast	xcell	NA
GRSF1	Osteoblast	xcell	NA
IBSP	Osteoblast	xcell	NA
MFAP3	Osteoblast	xcell	NA
PRELP	Osteoblast	xcell	NA
SGCG	Osteoblast	xcell	NA
UBE2L3	Osteoblast	xcell	NA
COL14A1	Osteoblast	xcell	NA
ITGA8	Osteoblast	xcell	NA
EIF2S2	Osteoblast	xcell	NA
KIF3B	Osteoblast	xcell	NA
LAPTM4A	Osteoblast	xcell	NA
APPBP2	Osteoblast	xcell	NA
MAB21L2	Osteoblast	xcell	NA
ILVBL	Osteoblast	xcell	NA
XPOT	Osteoblast	xcell	NA
DOLK	Osteoblast	xcell	NA
ICMT	Osteoblast	xcell	NA
TMEM50A	Osteoblast	xcell	NA
CBY1	Osteoblast	xcell	NA
RPS6KC1	Osteoblast	xcell	NA
COPS7A	Osteoblast	xcell	NA
MYOZ2	Osteoblast	xcell	NA
NUDT9	Osteoblast	xcell	NA
RNF121	Osteoblast	xcell	NA
LIN7C	Osteoblast	xcell	NA
DHX32	Osteoblast	xcell	NA
IL26	Osteoblast	xcell	NA
STARD7	Osteoblast	xcell	NA
C5orf15	Osteoblast	xcell	NA
PAPPA2	Osteoblast	xcell	NA
EBF2	Osteoblast	xcell	NA
ATG9A	Osteoblast	xcell	NA
MUL1	Osteoblast	xcell	NA
TM2D3	Osteoblast	xcell	NA
UNC119B	Osteoblast	xcell	NA
LRRC15	Osteoblast	xcell	NA
ARCN1	Osteoblast	xcell	NA
HTR2A	Osteoblast	xcell	NA
PSMB5	Osteoblast	xcell	NA
EIF4E2	Osteoblast	xcell	NA
FRMPD4	Osteoblast	xcell	NA
YME1L1	Osteoblast	xcell	NA
NPLOC4	Osteoblast	xcell	NA
FTO	Osteoblast	xcell	NA
FAM168B	Osteoblast	xcell	NA
YIPF6	Osteoblast	xcell	NA
HLCS	Osteoblast	xcell	NA
SGCD	Osteoblast	xcell	NA
YAP1	Osteoblast	xcell	NA
TRIM32	Osteoblast	xcell	NA
ZNF629	Osteoblast	xcell	NA
MKRN2	Osteoblast	xcell	NA
TRAF3IP1	Osteoblast	xcell	NA
AMOTL2	Osteoblast	xcell	NA
KCMF1	Osteoblast	xcell	NA
CCDC47	Osteoblast	xcell	NA
TMEM185B	Osteoblast	xcell	NA
DPY19L4	Osteoblast	xcell	NA
ACTG1	Osteoblast	xcell	NA
RHOA	Osteoblast	xcell	NA
CCKAR	Osteoblast	xcell	NA
EXTL1	Osteoblast	xcell	NA
FOXC2	Osteoblast	xcell	NA
GGCX	Osteoblast	xcell	NA
GLUD1	Osteoblast	xcell	NA
HIST1H1A	Osteoblast	xcell	NA
NFATC4	Osteoblast	xcell	NA
PGK1	Osteoblast	xcell	NA
SLC9A5	Osteoblast	xcell	NA
TUB	Osteoblast	xcell	NA
ZNF16	Osteoblast	xcell	NA
GDF5	Osteoblast	xcell	NA
SSNA1	Osteoblast	xcell	NA
EIF3G	Osteoblast	xcell	NA
FIBP	Osteoblast	xcell	NA
LONP1	Osteoblast	xcell	NA
ABCF2	Osteoblast	xcell	NA
RNF41	Osteoblast	xcell	NA
ARPC1A	Osteoblast	xcell	NA
TXNL4A	Osteoblast	xcell	NA
TRPC4AP	Osteoblast	xcell	NA
CHMP2A	Osteoblast	xcell	NA
ARL6IP4	Osteoblast	xcell	NA
TMED9	Osteoblast	xcell	NA
GLT8D1	Osteoblast	xcell	NA
PCDHGA11	Osteoblast	xcell	NA
IFT46	Osteoblast	xcell	NA
CUEDC2	Osteoblast	xcell	NA
FIP1L1	Osteoblast	xcell	NA
SFXN3	Osteoblast	xcell	NA
TMEM222	Osteoblast	xcell	NA
AP2S1	Osteoblast	xcell	NA
ATF6B	Osteoblast	xcell	NA
DPAGT1	Osteoblast	xcell	NA
DRG2	Osteoblast	xcell	NA
HARS	Osteoblast	xcell	NA
IARS	Osteoblast	xcell	NA
EIF6	Osteoblast	xcell	NA
KIF22	Osteoblast	xcell	NA
SSR1	Osteoblast	xcell	NA
ZFPL1	Osteoblast	xcell	NA
AKR7A2	Osteoblast	xcell	NA
COX7A2L	Osteoblast	xcell	NA
SNX17	Osteoblast	xcell	NA
SNUPN	Osteoblast	xcell	NA
PARK7	Osteoblast	xcell	NA
EXOC7	Osteoblast	xcell	NA
ABCB9	Osteoblast	xcell	NA
MTCH1	Osteoblast	xcell	NA
LMOD1	Osteoblast	xcell	NA
HSPB7	Osteoblast	xcell	NA
EPN1	Osteoblast	xcell	NA
PRDM11	Osteoblast	xcell	NA
C12orf43	Osteoblast	xcell	NA
ZNF768	Osteoblast	xcell	NA
CPSF7	Osteoblast	xcell	NA
BRIP1	Osteoblast	xcell	NA
APOC3	pDC	xcell	NA
CSHL1	pDC	xcell	NA
DNASE1L3	pDC	xcell	NA
GZMB	pDC	xcell	NA
HIST1H2BB	pDC	xcell	NA
HPD	pDC	xcell	NA
KCNA5	pDC	xcell	NA
SCT	pDC	xcell	NA
P2RY14	pDC	xcell	NA
LILRB4	pDC	xcell	NA
CUX2	pDC	xcell	NA
LRRC36	pDC	xcell	NA
RPL3L	pDC	xcell	NA
CACNB1	pDC	xcell	NA
FKBP2	pDC	xcell	NA
IL3RA	pDC	xcell	NA
MYBPC1	pDC	xcell	NA
SLC12A3	pDC	xcell	NA
SPIB	pDC	xcell	NA
ZNF221	pDC	xcell	NA
MAPKAPK2	pDC	xcell	NA
CXCL13	pDC	xcell	NA
SLITRK3	pDC	xcell	NA
TSPAN13	pDC	xcell	NA
SPCS1	pDC	xcell	NA
TLR7	pDC	xcell	NA
KCNK10	pDC	xcell	NA
KCTD5	pDC	xcell	NA
CELA2A	pDC	xcell	NA
CCR2	pDC	xcell	NA
FLT3	pDC	xcell	NA
FUT7	pDC	xcell	NA
IDH3A	pDC	xcell	NA
CD2AP	pDC	xcell	NA
PTCRA	pDC	xcell	NA
RUNX2	pDC	xcell	NA
CXCR3	pDC	xcell	NA
TACR1	pDC	xcell	NA
ADCY3	Pericytes	xcell	NA
CDK4	Pericytes	xcell	NA
GGCX	Pericytes	xcell	NA
HIC1	Pericytes	xcell	NA
MLLT1	Pericytes	xcell	NA
MYBPC2	Pericytes	xcell	NA
P4HB	Pericytes	xcell	NA
MAPK3	Pericytes	xcell	NA
PTGER1	Pericytes	xcell	NA
SLC6A13	Pericytes	xcell	NA
TAF15	Pericytes	xcell	NA
DYNLL1	Pericytes	xcell	NA
ASH2L	Pericytes	xcell	NA
ZBTB22	Pericytes	xcell	NA
S1PR2	Pericytes	xcell	NA
BCKDK	Pericytes	xcell	NA
COPS6	Pericytes	xcell	NA
TMED1	Pericytes	xcell	NA
CBX6	Pericytes	xcell	NA
TXN2	Pericytes	xcell	NA
TMEM184B	Pericytes	xcell	NA
ERGIC3	Pericytes	xcell	NA
MIER2	Pericytes	xcell	NA
ZNF444	Pericytes	xcell	NA
PRDM11	Pericytes	xcell	NA
ARF5	Pericytes	xcell	NA
ARNT	Pericytes	xcell	NA
ATP5G1	Pericytes	xcell	NA
ATP5J	Pericytes	xcell	NA
CALR	Pericytes	xcell	NA
CTBP1	Pericytes	xcell	NA
DMWD	Pericytes	xcell	NA
ELK1	Pericytes	xcell	NA
ISLR	Pericytes	xcell	NA
KIF22	Pericytes	xcell	NA
MMP11	Pericytes	xcell	NA
MYBPH	Pericytes	xcell	NA
NDUFB1	Pericytes	xcell	NA
NDUFB7	Pericytes	xcell	NA
NNAT	Pericytes	xcell	NA
PFN1	Pericytes	xcell	NA
PPP2CB	Pericytes	xcell	NA
PPP2R5D	Pericytes	xcell	NA
PSMD8	Pericytes	xcell	NA
TRIM27	Pericytes	xcell	NA
TNXB	Pericytes	xcell	NA
SLC35A2	Pericytes	xcell	NA
ZFPL1	Pericytes	xcell	NA
LZTR1	Pericytes	xcell	NA
AKR7A2	Pericytes	xcell	NA
AP3D1	Pericytes	xcell	NA
KCNAB3	Pericytes	xcell	NA
MED16	Pericytes	xcell	NA
CTDSP2	Pericytes	xcell	NA
ARFRP1	Pericytes	xcell	NA
RNF41	Pericytes	xcell	NA
TAB1	Pericytes	xcell	NA
TIMM44	Pericytes	xcell	NA
TM9SF1	Pericytes	xcell	NA
TRIM3	Pericytes	xcell	NA
GIPC1	Pericytes	xcell	NA
YIF1A	Pericytes	xcell	NA
KDELR1	Pericytes	xcell	NA
LMAN2	Pericytes	xcell	NA
RAB35	Pericytes	xcell	NA
TMEM115	Pericytes	xcell	NA
LZTS1	Pericytes	xcell	NA
WDR6	Pericytes	xcell	NA
COPZ1	Pericytes	xcell	NA
MLXIP	Pericytes	xcell	NA
RALY	Pericytes	xcell	NA
CIC	Pericytes	xcell	NA
USP22	Pericytes	xcell	NA
LMOD1	Pericytes	xcell	NA
ZNF500	Pericytes	xcell	NA
IRF2BP1	Pericytes	xcell	NA
ERAL1	Pericytes	xcell	NA
VPS4A	Pericytes	xcell	NA
AHDC1	Pericytes	xcell	NA
C19orf53	Pericytes	xcell	NA
MYLPF	Pericytes	xcell	NA
GMPPA	Pericytes	xcell	NA
GAR1	Pericytes	xcell	NA
TMEM161A	Pericytes	xcell	NA
ATP5SL	Pericytes	xcell	NA
PCDHGA9	Pericytes	xcell	NA
PKNOX2	Pericytes	xcell	NA
C11orf95	Pericytes	xcell	NA
C7orf26	Pericytes	xcell	NA
TSEN34	Pericytes	xcell	NA
TMEM185B	Pericytes	xcell	NA
ZNF768	Pericytes	xcell	NA
HPS6	Pericytes	xcell	NA
ADAMTS12	Pericytes	xcell	NA
IL17RC	Pericytes	xcell	NA
TOM1L2	Pericytes	xcell	NA
TXLNA	Pericytes	xcell	NA
BCS1L	Pericytes	xcell	NA
DPAGT1	Pericytes	xcell	NA
GNAS	Pericytes	xcell	NA
DNAJC4	Pericytes	xcell	NA
NDUFA8	Pericytes	xcell	NA
NDUFS5	Pericytes	xcell	NA
PPIB	Pericytes	xcell	NA
PSKH1	Pericytes	xcell	NA
RAB5B	Pericytes	xcell	NA
DPF2	Pericytes	xcell	NA
RPN1	Pericytes	xcell	NA
RXRB	Pericytes	xcell	NA
SH3GL1	Pericytes	xcell	NA
SLC6A4	Pericytes	xcell	NA
SSR2	Pericytes	xcell	NA
USP5	Pericytes	xcell	NA
CDK10	Pericytes	xcell	NA
KHSRP	Pericytes	xcell	NA
EDF1	Pericytes	xcell	NA
SEC24C	Pericytes	xcell	NA
SNX17	Pericytes	xcell	NA
SEC16A	Pericytes	xcell	NA
SEPT9	Pericytes	xcell	NA
EHMT2	Pericytes	xcell	NA
TCF25	Pericytes	xcell	NA
GANAB	Pericytes	xcell	NA
SMG5	Pericytes	xcell	NA
SIRT3	Pericytes	xcell	NA
PES1	Pericytes	xcell	NA
POFUT1	Pericytes	xcell	NA
DNPEP	Pericytes	xcell	NA
CBY1	Pericytes	xcell	NA
CHMP2A	Pericytes	xcell	NA
SGSM3	Pericytes	xcell	NA
REM1	Pericytes	xcell	NA
ZNF771	Pericytes	xcell	NA
CUTA	Pericytes	xcell	NA
GPR173	Pericytes	xcell	NA
DDX49	Pericytes	xcell	NA
PACS1	Pericytes	xcell	NA
PCDHGB5	Pericytes	xcell	NA
OPA3	Pericytes	xcell	NA
UBXN6	Pericytes	xcell	NA
FLT1	Pericytes	xcell	NA
GDNF	Pericytes	xcell	NA
HTR2B	Pericytes	xcell	NA
P2RX1	Pericytes	xcell	NA
POU2F2	Pericytes	xcell	NA
MASP1	Pericytes	xcell	NA
KSR1	Pericytes	xcell	NA
HAND2	Pericytes	xcell	NA
ADAMTSL2	Pericytes	xcell	NA
COLEC10	Pericytes	xcell	NA
BTN2A1	Pericytes	xcell	NA
KIF26B	Pericytes	xcell	NA
COL10A1	Pericytes	xcell	NA
SLC31A1	Pericytes	xcell	NA
DSCR4	Pericytes	xcell	NA
IGF2BP3	Pericytes	xcell	NA
ABTB2	Pericytes	xcell	NA
AMPD1	Plasma cells	xcell	NA
TNFRSF17	Plasma cells	xcell	NA
FKBP2	Plasma cells	xcell	NA
PNOC	Plasma cells	xcell	NA
SSR4	Plasma cells	xcell	NA
RNGTT	Plasma cells	xcell	NA
SPATS2	Plasma cells	xcell	NA
UBA5	Plasma cells	xcell	NA
ZBP1	Plasma cells	xcell	NA
ALPI	Plasma cells	xcell	NA
AVP	Plasma cells	xcell	NA
BMP8B	Plasma cells	xcell	NA
C21orf2	Plasma cells	xcell	NA
CAMP	Plasma cells	xcell	NA
CASP10	Plasma cells	xcell	NA
CCNC	Plasma cells	xcell	NA
CD27	Plasma cells	xcell	NA
ENTPD1	Plasma cells	xcell	NA
CD79A	Plasma cells	xcell	NA
CDH15	Plasma cells	xcell	NA
COX6A2	Plasma cells	xcell	NA
CRYBB1	Plasma cells	xcell	NA
CRYBB3	Plasma cells	xcell	NA
CRYGC	Plasma cells	xcell	NA
CYP11A1	Plasma cells	xcell	NA
EPO	Plasma cells	xcell	NA
GDF2	Plasma cells	xcell	NA
GOLGA3	Plasma cells	xcell	NA
GOLGA4	Plasma cells	xcell	NA
GRM4	Plasma cells	xcell	NA
GUCA1A	Plasma cells	xcell	NA
HIST1H2BB	Plasma cells	xcell	NA
HSF4	Plasma cells	xcell	NA
HSPA6	Plasma cells	xcell	NA
IDE	Plasma cells	xcell	NA
IRF4	Plasma cells	xcell	NA
KCNN3	Plasma cells	xcell	NA
MARS	Plasma cells	xcell	NA
MGAT2	Plasma cells	xcell	NA
NEUROG1	Plasma cells	xcell	NA
NOS2	Plasma cells	xcell	NA
NPAS1	Plasma cells	xcell	NA
NPPA	Plasma cells	xcell	NA
NPPC	Plasma cells	xcell	NA
PRM1	Plasma cells	xcell	NA
PTPRS	Plasma cells	xcell	NA
RAB3A	Plasma cells	xcell	NA
